control_id,document_id,topic,control_type,owner,evidence_template,status
QMS-004-C007,QMS-004,环境配置,preventive,测试负责人,FRM-012,approved
QMS-004-C008,QMS-004,已知答案测试,detective,测试负责人,FRM-012,approved
QMS-004-C009,QMS-004,边界测试,corrective,测试负责人,FRM-012,approved
QMS-004-C010,QMS-004,错误处理,preventive,测试负责人,FRM-012,approved
QMS-004-C011,QMS-004,安全测试,detective,测试负责人,FRM-012,approved
QMS-004-C012,QMS-004,性能测试,corrective,测试负责人,FRM-012,approved
QMS-004-C013,QMS-004,跨工具比对,preventive,测试负责人,FRM-012,approved
QMS-004-C014,QMS-004,人工复核,detective,测试负责人,FRM-012,approved
QMS-004-C015,QMS-004,缺陷登记,corrective,测试负责人,FRM-012,approved
QMS-004-C016,QMS-004,风险接受,preventive,测试负责人,FRM-012,approved
QMS-004-C017,QMS-004,发布批准,detective,测试负责人,FRM-012,approved
QMS-004-C018,QMS-004,使用监控,corrective,测试负责人,FRM-012,approved
QMS-004-C019,QMS-004,升级再验证,preventive,测试负责人,FRM-012,approved
QMS-004-C020,QMS-004,停用与替换,detective,测试负责人,FRM-012,approved
QMS-005-C001,QMS-005,样本来源,preventive,测试负责人,FRM-012,approved
QMS-005-C002,QMS-005,公开链样本,detective,测试负责人,FRM-012,approved
QMS-005-C003,QMS-005,自建测试链,corrective,测试负责人,FRM-012,approved
QMS-005-C004,QMS-005,合作机构样本,preventive,测试负责人,FRM-012,approved
QMS-005-C005,QMS-005,合成样本,detective,测试负责人,FRM-012,approved
QMS-005-C006,QMS-005,真实值证明,corrective,测试负责人,FRM-012,approved
QMS-005-C007,QMS-005,多工具一致,preventive,测试负责人,FRM-012,approved
QMS-005-C008,QMS-005,人工独立确认,detective,测试负责人,FRM-012,approved
QMS-005-C009,QMS-005,盲测,corrective,测试负责人,FRM-012,approved
QMS-005-C010,QMS-005,正样本,preventive,测试负责人,FRM-012,approved
QMS-005-C011,QMS-005,负样本,detective,测试负责人,FRM-012,approved
QMS-005-C012,QMS-005,边界样本,corrective,测试负责人,FRM-012,approved
QMS-005-C013,QMS-005,冲突样本,preventive,测试负责人,FRM-012,approved
QMS-005-C014,QMS-005,恶意样本,detective,测试负责人,FRM-012,approved
QMS-005-C015,QMS-005,版本冻结,corrective,测试负责人,FRM-012,approved
QMS-005-C016,QMS-005,样本哈希,preventive,测试负责人,FRM-012,approved
QMS-005-C017,QMS-005,数据许可,detective,测试负责人,FRM-012,approved
QMS-005-C018,QMS-005,隐私脱敏,corrective,测试负责人,FRM-012,approved
QMS-005-C019,QMS-005,样本污染,preventive,测试负责人,FRM-012,approved
QMS-005-C020,QMS-005,样本退役,detective,测试负责人,FRM-012,approved
QMS-006-C001,QMS-006,能力活动年度计划,preventive,质量负责人,FRM-012,approved
QMS-006-C002,QMS-006,外部能力验证,detective,质量负责人,FRM-012,approved
QMS-006-C003,QMS-006,机构间比对,corrective,质量负责人,FRM-012,approved
QMS-006-C004,QMS-006,内部盲样,preventive,质量负责人,FRM-012,approved
QMS-006-C005,QMS-006,项目覆盖,detective,质量负责人,FRM-012,approved
QMS-006-C006,QMS-006,人员轮换,corrective,质量负责人,FRM-012,approved
QMS-006-C007,QMS-006,样品保密,preventive,质量负责人,FRM-012,approved
QMS-006-C008,QMS-006,提交过程,detective,质量负责人,FRM-012,approved
QMS-006-C009,QMS-006,结果评价,corrective,质量负责人,FRM-012,approved
QMS-006-C010,QMS-006,满意标准,preventive,质量负责人,FRM-012,approved
QMS-006-C011,QMS-006,可疑结果,detective,质量负责人,FRM-012,approved
QMS-006-C012,QMS-006,不满意结果,corrective,质量负责人,FRM-012,approved
QMS-006-C013,QMS-006,根因分析,preventive,质量负责人,FRM-012,approved
QMS-006-C014,QMS-006,暂停授权,detective,质量负责人,FRM-012,approved
QMS-006-C015,QMS-006,纠正措施,corrective,质量负责人,FRM-012,approved
QMS-006-C016,QMS-006,再验证,preventive,质量负责人,FRM-012,approved
QMS-006-C017,QMS-006,历史结果影响,detective,质量负责人,FRM-012,approved
QMS-006-C018,QMS-006,管理评审输入,corrective,质量负责人,FRM-012,approved
QMS-007-C001,QMS-007,设备需求说明,preventive,实验室负责人,FRM-012,approved
QMS-007-C002,QMS-007,采购技术评审,detective,实验室负责人,FRM-012,approved
QMS-007-C003,QMS-007,到货验收,corrective,实验室负责人,FRM-012,approved
QMS-007-C004,QMS-007,资产编号,preventive,实验室负责人,FRM-012,approved
QMS-007-C005,QMS-007,安装确认,detective,实验室负责人,FRM-012,approved
QMS-007-C006,QMS-007,运行确认,corrective,实验室负责人,FRM-012,approved
QMS-007-C007,QMS-007,性能确认,preventive,实验室负责人,FRM-012,approved
QMS-007-C008,QMS-007,校准与检定,detective,实验室负责人,FRM-012,approved
QMS-007-C009,QMS-007,量值溯源,corrective,实验室负责人,FRM-012,approved
QMS-007-C010,QMS-007,中间核查,preventive,实验室负责人,FRM-012,approved
QMS-007-C011,QMS-007,维护保养,detective,实验室负责人,FRM-012,approved
QMS-007-C012,QMS-007,故障标识,corrective,实验室负责人,FRM-012,approved
QMS-007-C013,QMS-007,停用隔离,preventive,实验室负责人,FRM-012,approved
QMS-007-C014,QMS-007,借用租赁,detective,实验室负责人,FRM-012,approved
QMS-007-C015,QMS-007,软件固件版本,corrective,实验室负责人,FRM-012,approved
QMS-007-C016,QMS-007,环境条件,preventive,实验室负责人,FRM-012,approved
QMS-007-C017,QMS-007,UPS测试,detective,实验室负责人,FRM-012,approved
QMS-007-C018,QMS-007,监控录像,corrective,实验室负责人,FRM-012,approved
QMS-007-C019,QMS-007,设备日志,preventive,实验室负责人,FRM-012,approved
QMS-007-C020,QMS-007,退役与数据清除,detective,实验室负责人,FRM-012,approved
QMS-008-C001,QMS-008,岗位资格,preventive,人员负责人,FRM-012,approved
QMS-008-C002,QMS-008,教育背景,detective,人员负责人,FRM-012,approved
QMS-008-C003,QMS-008,工作经历,corrective,人员负责人,FRM-012,approved
QMS-008-C004,QMS-008,法规培训,preventive,人员负责人,FRM-012,approved
QMS-008-C005,QMS-008,技术培训,detective,人员负责人,FRM-012,approved
QMS-008-C006,QMS-008,质量培训,corrective,人员负责人,FRM-012,approved
QMS-008-C007,QMS-008,安全培训,preventive,人员负责人,FRM-012,approved
QMS-008-C008,QMS-008,监督实践,detective,人员负责人,FRM-012,approved
QMS-008-C009,QMS-008,见习案件,corrective,人员负责人,FRM-012,approved
QMS-008-C010,QMS-008,盲样考核,preventive,人员负责人,FRM-012,approved
QMS-008-C011,QMS-008,口头答辩,detective,人员负责人,FRM-012,approved
QMS-008-C012,QMS-008,书面考试,corrective,人员负责人,FRM-012,approved
QMS-008-C013,QMS-008,工具授权,preventive,人员负责人,FRM-012,approved
QMS-008-C014,QMS-008,方法授权,detective,人员负责人,FRM-012,approved
QMS-008-C015,QMS-008,复核授权,corrective,人员负责人,FRM-012,approved
QMS-008-C016,QMS-008,签字权限准备,preventive,人员负责人,FRM-012,approved
QMS-008-C017,QMS-008,授权期限,detective,人员负责人,FRM-012,approved
QMS-008-C018,QMS-008,持续能力,corrective,人员负责人,FRM-012,approved
QMS-008-C019,QMS-008,暂停授权,preventive,人员负责人,FRM-012,approved
QMS-008-C020,QMS-008,撤销与恢复,detective,人员负责人,FRM-012,approved
QMS-009-C001,QMS-009,不符合来源,preventive,质量负责人,FRM-012,approved
QMS-009-C002,QMS-009,立即控制,detective,质量负责人,FRM-012,approved
QMS-009-C003,QMS-009,停止发布,corrective,质量负责人,FRM-012,approved
QMS-009-C004,QMS-009,隔离结果,preventive,质量负责人,FRM-012,approved
QMS-009-C005,QMS-009,通知责任人,detective,质量负责人,FRM-012,approved
QMS-009-C006,QMS-009,风险分级,corrective,质量负责人,FRM-012,approved
QMS-009-C007,QMS-009,历史案件影响,preventive,质量负责人,FRM-012,approved
QMS-009-C008,QMS-009,客户通知,detective,质量负责人,FRM-012,approved
QMS-009-C009,QMS-009,监管通知研究,corrective,质量负责人,FRM-012,approved
QMS-009-C010,QMS-009,根因分析,preventive,质量负责人,FRM-012,approved
QMS-009-C011,QMS-009,纠正措施,detective,质量负责人,FRM-012,approved
QMS-009-C012,QMS-009,预防措施,corrective,质量负责人,FRM-012,approved
QMS-009-C013,QMS-009,责任与期限,preventive,质量负责人,FRM-012,approved
QMS-009-C014,QMS-009,有效性验证,detective,质量负责人,FRM-012,approved
QMS-009-C015,QMS-009,授权恢复,corrective,质量负责人,FRM-012,approved
QMS-009-C016,QMS-009,趋势分析,preventive,质量负责人,FRM-012,approved
QMS-009-C017,QMS-009,重复问题升级,detective,质量负责人,FRM-012,approved
QMS-009-C018,QMS-009,关闭批准,corrective,质量负责人,FRM-012,approved
QMS-010-C001,QMS-010,年度内审计划,preventive,质量负责人,FRM-012,approved
QMS-010-C002,QMS-010,全要素覆盖,detective,质量负责人,FRM-012,approved
QMS-010-C003,QMS-010,过程审核,corrective,质量负责人,FRM-012,approved
QMS-010-C004,QMS-010,案件抽样,preventive,质量负责人,FRM-012,approved
QMS-010-C005,QMS-010,方法抽样,detective,质量负责人,FRM-012,approved
QMS-010-C006,QMS-010,设备抽样,corrective,质量负责人,FRM-012,approved
QMS-010-C007,QMS-010,人员授权抽样,preventive,质量负责人,FRM-012,approved
QMS-010-C008,QMS-010,供应商抽样,detective,质量负责人,FRM-012,approved
QMS-010-C009,QMS-010,安全控制抽样,corrective,质量负责人,FRM-012,approved
QMS-010-C010,QMS-010,审核员独立性,preventive,质量负责人,FRM-012,approved
QMS-010-C011,QMS-010,证据记录,detective,质量负责人,FRM-012,approved
QMS-010-C012,QMS-010,问题分级,corrective,质量负责人,FRM-012,approved
QMS-010-C013,QMS-010,整改期限,preventive,质量负责人,FRM-012,approved
QMS-010-C014,QMS-010,跟踪验证,detective,质量负责人,FRM-012,approved
QMS-010-C015,QMS-010,管理评审输入,corrective,质量负责人,FRM-012,approved
QMS-010-C016,QMS-010,质量目标,preventive,质量负责人,FRM-012,approved
QMS-010-C017,QMS-010,资源需求,detective,质量负责人,FRM-012,approved
QMS-010-C018,QMS-010,风险机会,corrective,质量负责人,FRM-012,approved
QMS-010-C019,QMS-010,客户反馈,preventive,质量负责人,FRM-012,approved
QMS-010-C020,QMS-010,重大变更,detective,质量负责人,FRM-012,approved
QMS-010-C021,QMS-010,评审输出,corrective,质量负责人,FRM-012,approved
QMS-011-C001,QMS-011,投诉渠道,preventive,质量负责人,FRM-012,approved
QMS-011-C002,QMS-011,申诉渠道,detective,质量负责人,FRM-012,approved
QMS-011-C003,QMS-011,受理确认,corrective,质量负责人,FRM-012,approved
QMS-011-C004,QMS-011,范围判断,preventive,质量负责人,FRM-012,approved
QMS-011-C005,QMS-011,独立调查,detective,质量负责人,FRM-012,approved
QMS-011-C006,QMS-011,证据保全,corrective,质量负责人,FRM-012,approved
QMS-011-C007,QMS-011,决定权限,preventive,质量负责人,FRM-012,approved
QMS-011-C008,QMS-011,时限,detective,质量负责人,FRM-012,approved
QMS-011-C009,QMS-011,结果通知,corrective,质量负责人,FRM-012,approved
QMS-011-C010,QMS-011,保密,preventive,质量负责人,FRM-012,approved
QMS-011-C011,QMS-011,防报复,detective,质量负责人,FRM-012,approved
QMS-011-C012,QMS-011,商业压力,corrective,质量负责人,FRM-012,approved
QMS-011-C013,QMS-011,关联公司,preventive,质量负责人,FRM-012,approved
QMS-011-C014,QMS-011,供应商利益,detective,质量负责人,FRM-012,approved
QMS-011-C015,QMS-011,人员关系,corrective,质量负责人,FRM-012,approved
QMS-011-C016,QMS-011,既往服务,preventive,质量负责人,FRM-012,approved
QMS-011-C017,QMS-011,自我复核禁止,detective,质量负责人,FRM-012,approved
QMS-011-C018,QMS-011,回避,corrective,质量负责人,FRM-012,approved
QMS-011-C019,QMS-011,替代人员,preventive,质量负责人,FRM-012,approved
QMS-011-C020,QMS-011,趋势分析,detective,质量负责人,FRM-012,approved
QMS-012-C001,QMS-012,供应商分类,preventive,采购负责人,FRM-012,approved
QMS-012-C002,QMS-012,风险分级,detective,采购负责人,FRM-012,approved
QMS-012-C003,QMS-012,资质审查,corrective,采购负责人,FRM-012,approved
QMS-012-C004,QMS-012,数据许可,preventive,采购负责人,FRM-012,approved
QMS-012-C005,QMS-012,保密协议,detective,采购负责人,FRM-012,approved
QMS-012-C006,QMS-012,安全条款,corrective,采购负责人,FRM-012,approved
QMS-012-C007,QMS-012,SLA,preventive,采购负责人,FRM-012,approved
QMS-012-C008,QMS-012,审计权,detective,采购负责人,FRM-012,approved
QMS-012-C009,QMS-012,变更通知,corrective,采购负责人,FRM-012,approved
QMS-012-C010,QMS-012,分包批准,preventive,采购负责人,FRM-012,approved
QMS-012-C011,QMS-012,方法透明性,detective,采购负责人,FRM-012,approved
QMS-012-C012,QMS-012,交付验收,corrective,采购负责人,FRM-012,approved
QMS-012-C013,QMS-012,性能监控,preventive,采购负责人,FRM-012,approved
QMS-012-C014,QMS-012,事件通知,detective,采购负责人,FRM-012,approved
QMS-012-C015,QMS-012,续约评估,corrective,采购负责人,FRM-012,approved
QMS-012-C016,QMS-012,替代方案,preventive,采购负责人,FRM-012,approved
QMS-012-C017,QMS-012,数据导出,detective,采购负责人,FRM-012,approved
QMS-012-C018,QMS-012,退出销毁,corrective,采购负责人,FRM-012,approved
QMS-012-C019,QMS-012,供应商名单,preventive,采购负责人,FRM-012,approved
QMS-012-C020,QMS-012,不合格处置,detective,采购负责人,FRM-012,approved
SOP-001-C001,SOP-001,委托方身份,preventive,受理负责人,FRM-003,approved
SOP-001-C002,SOP-001,联系人权限,detective,受理负责人,FRM-003,approved
SOP-001-C003,SOP-001,委托材料,corrective,受理负责人,FRM-003,approved
SOP-001-C004,SOP-001,授权依据,preventive,受理负责人,FRM-003,approved
SOP-001-C005,SOP-001,技术问题,detective,受理负责人,FRM-003,approved
SOP-001-C006,SOP-001,法律问题排除,corrective,受理负责人,FRM-003,approved
SOP-001-C007,SOP-001,检材清单,preventive,受理负责人,FRM-003,approved
SOP-001-C008,SOP-001,数据来源,detective,受理负责人,FRM-003,approved
SOP-001-C009,SOP-001,时间范围,corrective,受理负责人,FRM-003,approved
SOP-001-C010,SOP-001,链与资产范围,preventive,受理负责人,FRM-003,approved
SOP-001-C011,SOP-001,已知假设,detective,受理负责人,FRM-003,approved
SOP-001-C012,SOP-001,交付物,corrective,受理负责人,FRM-003,approved
SOP-001-C013,SOP-001,时限,preventive,受理负责人,FRM-003,approved
SOP-001-C014,SOP-001,费用,detective,受理负责人,FRM-003,approved
SOP-001-C015,SOP-001,利益冲突,corrective,受理负责人,FRM-003,approved
SOP-001-C016,SOP-001,数据安全,preventive,受理负责人,FRM-003,approved
SOP-001-C017,SOP-001,转委托限制,detective,受理负责人,FRM-003,approved
SOP-001-C018,SOP-001,受理决定,corrective,受理负责人,FRM-003,approved
SOP-001-C019,SOP-001,拒绝理由,preventive,受理负责人,FRM-003,approved
SOP-001-C020,SOP-001,范围变更,detective,受理负责人,FRM-003,approved
SOP-002-C001,SOP-002,采集会话编号,preventive,采集负责人,FRM-003,approved
SOP-002-C002,SOP-002,人员与见证,detective,采集负责人,FRM-003,approved
SOP-002-C003,SOP-002,时间时区,corrective,采集负责人,FRM-003,approved
SOP-002-C004,SOP-002,工作站身份,preventive,采集负责人,FRM-003,approved
SOP-002-C005,SOP-002,网络位置,detective,采集负责人,FRM-003,approved
SOP-002-C006,SOP-002,节点身份,corrective,采集负责人,FRM-003,approved
SOP-002-C007,SOP-002,客户端版本,preventive,采集负责人,FRM-003,approved
SOP-002-C008,SOP-002,同步状态,detective,采集负责人,FRM-003,approved
SOP-002-C009,SOP-002,请求参数,corrective,采集负责人,FRM-003,approved
SOP-002-C010,SOP-002,原始响应,preventive,采集负责人,FRM-003,approved
SOP-002-C011,SOP-002,原始区块,detective,采集负责人,FRM-003,approved
SOP-002-C012,SOP-002,页面快照,corrective,采集负责人,FRM-003,approved
SOP-002-C013,SOP-002,TLS信息,preventive,采集负责人,FRM-003,approved
SOP-002-C014,SOP-002,录像索引,detective,采集负责人,FRM-003,approved
SOP-002-C015,SOP-002,哈希,corrective,采集负责人,FRM-003,approved
SOP-002-C016,SOP-002,错误重试,preventive,采集负责人,FRM-003,approved
SOP-002-C017,SOP-002,链重组,detective,采集负责人,FRM-003,approved
SOP-002-C018,SOP-002,会话中断,corrective,采集负责人,FRM-003,approved
SOP-002-C019,SOP-002,独立复核,preventive,采集负责人,FRM-003,approved
SOP-002-C020,SOP-002,封存,detective,采集负责人,FRM-003,approved
SOP-003-C001,SOP-003,分析问题,preventive,分析负责人,FRM-003,approved
SOP-003-C002,SOP-003,数据集版本,detective,分析负责人,FRM-003,approved
SOP-003-C003,SOP-003,工具版本,corrective,分析负责人,FRM-003,approved
SOP-003-C004,SOP-003,参数,preventive,分析负责人,FRM-003,approved
SOP-003-C005,SOP-003,规则版本,detective,分析负责人,FRM-003,approved
SOP-003-C006,SOP-003,证据引用,corrective,分析负责人,FRM-003,approved
SOP-003-C007,SOP-003,候选结果,preventive,分析负责人,FRM-003,approved
SOP-003-C008,SOP-003,假设登记,detective,分析负责人,FRM-003,approved
SOP-003-C009,SOP-003,替代解释,corrective,分析负责人,FRM-003,approved
SOP-003-C010,SOP-003,负向证据,preventive,分析负责人,FRM-003,approved
SOP-003-C011,SOP-003,人工排除,detective,分析负责人,FRM-003,approved
SOP-003-C012,SOP-003,计算复核,corrective,分析负责人,FRM-003,approved
SOP-003-C013,SOP-003,金额守恒,preventive,分析负责人,FRM-003,approved
SOP-003-C014,SOP-003,图谱过滤,detective,分析负责人,FRM-003,approved
SOP-003-C015,SOP-003,复核抽样,corrective,分析负责人,FRM-003,approved
SOP-003-C016,SOP-003,全量复核条件,preventive,分析负责人,FRM-003,approved
SOP-003-C017,SOP-003,分歧处理,detective,分析负责人,FRM-003,approved
SOP-003-C018,SOP-003,结论等级,corrective,分析负责人,FRM-003,approved
SOP-003-C019,SOP-003,限制,preventive,分析负责人,FRM-003,approved
SOP-003-C020,SOP-003,冻结快照,detective,分析负责人,FRM-003,approved
SOP-004-C001,SOP-004,报告编号,preventive,报告负责人,FRM-003,approved
SOP-004-C002,SOP-004,模板版本,detective,报告负责人,FRM-003,approved
SOP-004-C003,SOP-004,委托事项,corrective,报告负责人,FRM-003,approved
SOP-004-C004,SOP-004,检材来源,preventive,报告负责人,FRM-003,approved
SOP-004-C005,SOP-004,方法版本,detective,报告负责人,FRM-003,approved
SOP-004-C006,SOP-004,工具版本,corrective,报告负责人,FRM-003,approved
SOP-004-C007,SOP-004,技术事实,preventive,报告负责人,FRM-003,approved
SOP-004-C008,SOP-004,规则推断,detective,报告负责人,FRM-003,approved
SOP-004-C009,SOP-004,统计推断,corrective,报告负责人,FRM-003,approved
SOP-004-C010,SOP-004,限制,preventive,报告负责人,FRM-003,approved
SOP-004-C011,SOP-004,无法判断,detective,报告负责人,FRM-003,approved
SOP-004-C012,SOP-004,图表,corrective,报告负责人,FRM-003,approved
SOP-004-C013,SOP-004,金额校验,preventive,报告负责人,FRM-003,approved
SOP-004-C014,SOP-004,地址校验,detective,报告负责人,FRM-003,approved
SOP-004-C015,SOP-004,附件索引,corrective,报告负责人,FRM-003,approved
SOP-004-C016,SOP-004,复核意见,preventive,报告负责人,FRM-003,approved
SOP-004-C017,SOP-004,批准签名,detective,报告负责人,FRM-003,approved
SOP-004-C018,SOP-004,加密交付,corrective,报告负责人,FRM-003,approved
SOP-004-C019,SOP-004,接收回执,preventive,报告负责人,FRM-003,approved
SOP-004-C020,SOP-004,更正,detective,报告负责人,FRM-003,approved
SOP-004-C021,SOP-004,撤回,corrective,报告负责人,FRM-003,approved
SOP-004-C022,SOP-004,通知范围,preventive,报告负责人,FRM-003,approved
SOP-005-C001,SOP-005,入库清单,preventive,证据管理员,FRM-003,approved
SOP-005-C002,SOP-005,存储等级,detective,证据管理员,FRM-003,approved
SOP-005-C003,SOP-005,WORM,corrective,证据管理员,FRM-003,approved
SOP-005-C004,SOP-005,加密,preventive,证据管理员,FRM-003,approved
SOP-005-C005,SOP-005,访问申请,detective,证据管理员,FRM-003,approved
SOP-005-C006,SOP-005,双人审批,corrective,证据管理员,FRM-003,approved
SOP-005-C007,SOP-005,复制记录,preventive,证据管理员,FRM-003,approved
SOP-005-C008,SOP-005,导出审批,detective,证据管理员,FRM-003,approved
SOP-005-C009,SOP-005,脱敏副本,corrective,证据管理员,FRM-003,approved
SOP-005-C010,SOP-005,介质标识,preventive,证据管理员,FRM-003,approved
SOP-005-C011,SOP-005,封存,detective,证据管理员,FRM-003,approved
SOP-005-C012,SOP-005,解封,corrective,证据管理员,FRM-003,approved
SOP-005-C013,SOP-005,移交清单,preventive,证据管理员,FRM-003,approved
SOP-005-C014,SOP-005,接收回执,detective,证据管理员,FRM-003,approved
SOP-005-C015,SOP-005,定期哈希验证,corrective,证据管理员,FRM-003,approved
SOP-005-C016,SOP-005,介质迁移,preventive,证据管理员,FRM-003,approved
SOP-005-C017,SOP-005,法律保留,detective,证据管理员,FRM-003,approved
SOP-005-C018,SOP-005,留存期限,corrective,证据管理员,FRM-003,approved
SOP-005-C019,SOP-005,销毁批准,preventive,证据管理员,FRM-003,approved
SOP-005-C020,SOP-005,销毁证明,detective,证据管理员,FRM-003,approved
SOP-006-C001,SOP-006,节点资产编号,preventive,节点负责人,FRM-003,approved
SOP-006-C002,SOP-006,网络身份,detective,节点负责人,FRM-003,approved
SOP-006-C003,SOP-006,客户端来源,corrective,节点负责人,FRM-003,approved
SOP-006-C004,SOP-006,制品哈希,preventive,节点负责人,FRM-003,approved
SOP-006-C005,SOP-006,配置基线,detective,节点负责人,FRM-003,approved
SOP-006-C006,SOP-006,磁盘容量,corrective,节点负责人,FRM-003,approved
SOP-006-C007,SOP-006,同步状态,preventive,节点负责人,FRM-003,approved
SOP-006-C008,SOP-006,同伴数量,detective,节点负责人,FRM-003,approved
SOP-006-C009,SOP-006,区块高度,corrective,节点负责人,FRM-003,approved
SOP-006-C010,SOP-006,finalized高度,preventive,节点负责人,FRM-003,approved
SOP-006-C011,SOP-006,RPC权限,detective,节点负责人,FRM-003,approved
SOP-006-C012,SOP-006,日志,corrective,节点负责人,FRM-003,approved
SOP-006-C013,SOP-006,时间同步,preventive,节点负责人,FRM-003,approved
SOP-006-C014,SOP-006,健康检查,detective,节点负责人,FRM-003,approved
SOP-006-C015,SOP-006,链重组,corrective,节点负责人,FRM-003,approved
SOP-006-C016,SOP-006,升级窗口,preventive,节点负责人,FRM-003,approved
SOP-006-C017,SOP-006,回滚,detective,节点负责人,FRM-003,approved
SOP-006-C018,SOP-006,备份,corrective,节点负责人,FRM-003,approved
SOP-006-C019,SOP-006,故障切换,preventive,节点负责人,FRM-003,approved
SOP-006-C020,SOP-006,停用清除,detective,节点负责人,FRM-003,approved
SOP-007-C001,SOP-007,变更单,preventive,发布负责人,FRM-003,approved
SOP-007-C002,SOP-007,发布分支,detective,发布负责人,FRM-003,approved
SOP-007-C003,SOP-007,代码审查,corrective,发布负责人,FRM-003,approved
SOP-007-C004,SOP-007,依赖锁定,preventive,发布负责人,FRM-003,approved
SOP-007-C005,SOP-007,制品签名,detective,发布负责人,FRM-003,approved
SOP-007-C006,SOP-007,数据库迁移,corrective,发布负责人,FRM-003,approved
SOP-007-C007,SOP-007,配置差异,preventive,发布负责人,FRM-003,approved
SOP-007-C008,SOP-007,方法同步,detective,发布负责人,FRM-003,approved
SOP-007-C009,SOP-007,文档同步,corrective,发布负责人,FRM-003,approved
SOP-007-C010,SOP-007,模板同步,preventive,发布负责人,FRM-003,approved
SOP-007-C011,SOP-007,权限变更,detective,发布负责人,FRM-003,approved
SOP-007-C012,SOP-007,回归测试,corrective,发布负责人,FRM-003,approved
SOP-007-C013,SOP-007,安全测试,preventive,发布负责人,FRM-003,approved
SOP-007-C014,SOP-007,发布批准,detective,发布负责人,FRM-003,approved
SOP-007-C015,SOP-007,维护窗口,corrective,发布负责人,FRM-003,approved
SOP-007-C016,SOP-007,灰度,preventive,发布负责人,FRM-003,approved
SOP-007-C017,SOP-007,监控,detective,发布负责人,FRM-003,approved
SOP-007-C018,SOP-007,回滚,corrective,发布负责人,FRM-003,approved
SOP-007-C019,SOP-007,发布后复核,preventive,发布负责人,FRM-003,approved
SOP-007-C020,SOP-007,关闭,detective,发布负责人,FRM-003,approved
SOP-008-C001,SOP-008,事件分类,preventive,安全负责人,FRM-003,approved
SOP-008-C002,SOP-008,严重级别,detective,安全负责人,FRM-003,approved
SOP-008-C003,SOP-008,值班与升级,corrective,安全负责人,FRM-003,approved
SOP-008-C004,SOP-008,证据保全,preventive,安全负责人,FRM-003,approved
SOP-008-C005,SOP-008,隔离,detective,安全负责人,FRM-003,approved
SOP-008-C006,SOP-008,凭据撤销,corrective,安全负责人,FRM-003,approved
SOP-008-C007,SOP-008,恶意样本,preventive,安全负责人,FRM-003,approved
SOP-008-C008,SOP-008,数据泄露评估,detective,安全负责人,FRM-003,approved
SOP-008-C009,SOP-008,案件影响,corrective,安全负责人,FRM-003,approved
SOP-008-C010,SOP-008,客户通知,preventive,安全负责人,FRM-003,approved
SOP-008-C011,SOP-008,监管通知研究,detective,安全负责人,FRM-003,approved
SOP-008-C012,SOP-008,根因分析,corrective,安全负责人,FRM-003,approved
SOP-008-C013,SOP-008,恢复,preventive,安全负责人,FRM-003,approved
SOP-008-C014,SOP-008,补丁,detective,安全负责人,FRM-003,approved
SOP-008-C015,SOP-008,历史结果影响,corrective,安全负责人,FRM-003,approved
SOP-008-C016,SOP-008,威胁狩猎,preventive,安全负责人,FRM-003,approved
SOP-008-C017,SOP-008,复盘,detective,安全负责人,FRM-003,approved
SOP-008-C018,SOP-008,CAPA,corrective,安全负责人,FRM-003,approved
SOP-008-C019,SOP-008,演练,preventive,安全负责人,FRM-003,approved
SOP-008-C020,SOP-008,媒体沟通,detective,安全负责人,FRM-003,approved
SOP-009-C001,SOP-009,关键流程,preventive,连续性负责人,FRM-003,approved
SOP-009-C002,SOP-009,最大可容忍中断,detective,连续性负责人,FRM-003,approved
SOP-009-C003,SOP-009,RTO,corrective,连续性负责人,FRM-003,approved
SOP-009-C004,SOP-009,RPO,preventive,连续性负责人,FRM-003,approved
SOP-009-C005,SOP-009,替代人员,detective,连续性负责人,FRM-003,approved
SOP-009-C006,SOP-009,替代场所,corrective,连续性负责人,FRM-003,approved
SOP-009-C007,SOP-009,通信树,preventive,连续性负责人,FRM-003,approved
SOP-009-C008,SOP-009,离线表单,detective,连续性负责人,FRM-003,approved
SOP-009-C009,SOP-009,节点替代,corrective,连续性负责人,FRM-003,approved
SOP-009-C010,SOP-009,数据恢复,preventive,连续性负责人,FRM-003,approved
SOP-009-C011,SOP-009,密钥恢复,detective,连续性负责人,FRM-003,approved
SOP-009-C012,SOP-009,供应商中断,corrective,连续性负责人,FRM-003,approved
SOP-009-C013,SOP-009,手工降级,preventive,连续性负责人,FRM-003,approved
SOP-009-C014,SOP-009,积压管理,detective,连续性负责人,FRM-003,approved
SOP-009-C015,SOP-009,恢复验证,corrective,连续性负责人,FRM-003,approved
SOP-009-C016,SOP-009,客户沟通,preventive,连续性负责人,FRM-003,approved
SOP-009-C017,SOP-009,演练,detective,连续性负责人,FRM-003,approved
SOP-009-C018,SOP-009,改进,corrective,连续性负责人,FRM-003,approved
SOP-010-C001,SOP-010,出庭授权,preventive,方法负责人,FRM-003,approved
SOP-010-C002,SOP-010,人员资格材料,detective,方法负责人,FRM-003,approved
SOP-010-C003,SOP-010,案件记录复核,corrective,方法负责人,FRM-003,approved
SOP-010-C004,SOP-010,方法依据,preventive,方法负责人,FRM-003,approved
SOP-010-C005,SOP-010,工具验证,detective,方法负责人,FRM-003,approved
SOP-010-C006,SOP-010,演示数据,corrective,方法负责人,FRM-003,approved
